Method:FCFS
TaskNumber		TaskName	CPU_Time	Turnaround_Time		Start_Tick		End_Tick
190			T190		300		60037			331			60368
191			T191		420		60456			332			60788
192			T192		523		60976			335			61311
193			T193		400		61375			336			61711
194			T194		116		61490			337			61827
195			T195		189		61677			339			62016
196			T196		487		62163			340			62503
197			T197		219		62380			342			62722
198			T198		109		62488			343			62831
199			T199		406		62893			344			63237
200			T200		246		63137			346			63483
201			T201		375		63511			347			63858
202			T202		376		63886			348			64234
203			T203		321		64205			350			64555
204			T204		121		64325			351			64676
205			T205		426		64750			352			65102
206			T206		273		65022			353			65375
207			T207		202		65221			356			65577
208			T208		239		65459			357			65816
209			T209		156		65612			360			65972
210			T210		193		65800			365			66165
211			T211		368		66167			366			66533
212			T212		379		66542			370			66912
213			T213		148		66687			373			67060
214			T214		243		66927			376			67303
215			T215		472		67398			377			67775
216			T216		288		67685			378			68063
217			T217		414		68098			379			68477
218			T218		379		68476			380			68856
219			T219		314		68789			381			69170
220			T220		279		69067			382			69449
221			T221		139		69205			383			69588
222			T222		230		69434			384			69818
223			T223		145		69578			385			69963
224			T224		160		69737			386			70123
225			T225		167		69902			388			70290
226			T226		378		70279			389			70668
227			T227		481		70759			390			71149
228			T228		391		71149			391			71540
229			T229		485		71633			392			72025
230			T230		112		71743			394			72137
231			T231		244		71986			395			72381
232			T232		132		72116			397			72513
233			T233		151		72264			400			72664
234			T234		317		72580			401			72981
235			T235		197		72775			403			73178
236			T236		375		73148			405			73553
237			T237		144		73289			408			73697
238			T238		469		73756			410			74166
239			T239		269		74023			412			74435
240			T240		532		74553			414			74967
241			T241		454		75005			416			75421
242			T242		474		75478			417			75895
243			T243		343		75820			418			76238
244			T244		454		76273			419			76692
245			T245		179		76451			420			76871
246			T246		513		76962			422			77384
247			T247		510		77471			423			77894
248			T248		540		78008			426			78434
249			T249		297		78303			428			78731
250			T250		285		78587			429			79016
251			T251		178		78764			430			79194
252			T252		542		79305			431			79736
253			T253		457		79761			432			80193
254			T254		396		80156			433			80589
255			T255		128		80278			439			80717
256			T256		378		80655			440			81095
257			T257		512		81166			441			81607
258			T258		366		81530			443			81973
259			T259		372		81899			446			82345
260			T260		68		81964			449			82413
261			T261		392		82355			450			82805
262			T262		331		82684			452			83136
263			T263		470		83150			456			83606
264			T264		335		83484			457			83941
265			T265		117		83600			458			84058
266			T266		226		83824			460			84284
267			T267		167		83988			463			84451
268			T268		451		84438			464			84902
269			T269		293		84729			466			85195
270			T270		333		85061			467			85528
271			T271		336		85395			469			85864
272			T272		509		85900			473			86373
273			T273		413		86312			474			86786
274			T274		215		86526			475			87001
275			T275		380		86905			476			87381
276			T276		79		86983			477			87460
277			T277		379		87358			481			87839
278			T278		291		87646			484			88130
279			T279		495		88139			486			88625
280			T280		164		88301			488			88789
281			T281		278		88578			489			89067
282			T282		309		88886			490			89376
283			T283		54		88939			491			89430
284			T284		188		89126			492			89618
285			T285		476		89601			493			90094
286			T286		92		89692			494			90186
287			T287		82		89771			497			90268
288			T288		435		90204			499			90703
289			T289		380		90580			503			91083
290			T290		265		90844			504			91348
291			T291		126		90968			506			91474
292			T292		541		91506			509			92015
293			T293		442		91947			510			92457
294			T294		295		92239			513			92752
295			T295		263		92501			514			93015
296			T296		255		92753			517			93270
297			T297		490		93241			519			93760
298			T298		78		93318			520			93838
299			T299		405		93719			524			94243
300			T300		142		93858			527			94385
301			T301		312		94169			528			94697
302			T302		275		94442			530			94972
303			T303		476		94916			532			95448
304			T304		269		95184			533			95717
305			T305		77		95257			537			95794
306			T306		339		95595			538			96133
307			T307		238		95830			541			96371
308			T308		365		96193			543			96736
309			T309		518		96707			547			97254
310			T310		343		97046			551			97597
311			T311		96		97141			552			97693
312			T312		261		97400			554			97954
313			T313		395		97793			556			98349
314			T314		288		98080			557			98637
315			T315		530		98609			558			99167
316			T316		454		99062			559			99621
317			T317		239		99300			560			99860
318			T318		453		99751			562			100313
319			T319		194		99944			563			100507
320			T320		118		100061			564			100625
321			T321		537		100593			569			101162
322			T322		70		100662			570			101232
323			T323		421		101081			572			101653
324			T324		292		101372			573			101945
325			T325		66		101435			576			102011
326			T326		66		101500			577			102077
327			T327		219		101718			578			102296
328			T328		359		102076			579			102655
329			T329		349		102424			580			103004
330			T330		418		102840			582			103422
331			T331		486		103324			584			103908
332			T332		282		103603			587			104190
333			T333		370		103972			588			104560
334			T334		350		104321			589			104910
335			T335		314		104634			590			105224
336			T336		358		104988			594			105582
337			T337		370		105356			596			105952
338			T338		454		105806			600			106406
339			T339		441		106246			601			106847
340			T340		145		106389			603			106992
341			T341		420		106808			604			107412
342			T342		123		106930			605			107535
343			T343		104		107031			608			107639
344			T344		420		107449			610			108059
345			T345		311		107756			614			108370
346			T346		407		108162			615			108777
347			T347		323		108483			617			109100
348			T348		447		108927			620			109547
349			T349		382		109308			621			109929
350			T350		55		109360			624			109984
351			T351		117		109474			627			110101
352			T352		374		109845			630			110475
353			T353		453		110297			631			110928
354			T354		246		110542			632			111174
355			T355		86		110626			634			111260
356			T356		470		111095			635			111730
357			T357		253		111347			636			111983
358			T358		111		111456			638			112094
359			T359		223		111678			639			112317
360			T360		514		112191			640			112831
361			T361		168		112358			641			112999
362			T362		123		112480			642			113122
363			T363		346		112825			643			113468
364			T364		332		113156			644			113800
365			T365		499		113654			645			114299
366			T366		465		114118			646			114764
367			T367		459		114576			647			115223
368			T368		208		114783			648			115431
369			T369		202		114984			649			115633
370			T370		440		115421			652			116073
371			T371		504		115924			653			116577
372			T372		56		115979			654			116633
373			T373		122		116100			655			116755
374			T374		317		116416			656			117072
375			T375		247		116662			657			117319
376			T376		178		116837			660			117497
377			T377		463		117298			662			117960
378			T378		217		117512			665			118177
379			T379		541		118052			666			118718
380			T380		314		118365			667			119032
381			T381		402		118766			668			119434
382			T382		508		119273			669			119942
383			T383		304		119576			670			120246
384			T384		301		119875			672			120547
385			T385		215		120089			673			120762
386			T386		245		120333			674			121007
387			T387		89		120421			675			121096
388			T388		526		120946			676			121622
389			T389		225		121167			680			121847
390			T390		181		121346			682			122028
391			T391		201		121545			684			122229
392			T392		186		121730			685			122415
393			T393		210		121937			688			122625
394			T394		384		122317			692			123009
395			T395		274		122590			693			123283
396			T396		489		123078			694			123772
397			T397		377		123454			695			124149
398			T398		547		124000			696			124696
399			T399		75		124074			697			124771
400			T400		175		124248			698			124946
401			T401		289		124536			699			125235
402			T402		464		124999			700			125699
403			T403		390		125386			703			126089
404			T404		176		125560			705			126265
405			T405		394		125953			706			126659
406			T406		351		126301			709			127010
407			T407		102		126402			710			127112
408			T408		539		126940			711			127651
409			T409		134		127073			712			127785
410			T410		75		127146			714			127860
411			T411		444		127589			715			128304
412			T412		232		127817			719			128536
413			T413		140		127956			720			128676
414			T414		530		128485			721			129206
415			T415		334		128815			725			129540
416			T416		398		129211			727			129938
417			T417		407		129617			728			130345
418			T418		71		129686			730			130416
419			T419		415		130097			734			130831
420			T420		68		130162			737			130899
421			T421		260		130421			738			131159
422			T422		205		130625			739			131364
423			T423		484		131108			740			131848
424			T424		386		131493			741			132234
425			T425		348		131838			744			132582
426			T426		406		132243			745			132988
427			T427		113		132353			748			133101
428			T428		62		132412			751			133163
429			T429		376		132783			756			133539
430			T430		459		133238			760			133998
431			T431		75		133312			761			134073
432			T432		101		133412			762			134174
433			T433		190		133600			764			134364
434			T434		290		133889			765			134654
435			T435		93		133981			766			134747
436			T436		308		134288			767			135055
437			T437		449		134734			770			135504
438			T438		358		135091			771			135862
439			T439		294		135384			772			136156
440			T440		279		135660			775			136435
441			T441		334		135993			776			136769
442			T442		473		136465			777			137242
443			T443		84		136548			778			137326
444			T444		366		136913			779			137692
445			T445		300		137212			780			137992
446			T446		511		137722			781			138503
447			T447		203		137924			782			138706
448			T448		401		138323			784			139107
449			T449		500		138822			785			139607
450			T450		148		138969			786			139755
451			T451		388		139356			787			140143
452			T452		277		139631			789			140420
453			T453		445		140075			790			140865
454			T454		475		140548			792			141340
455			T455		377		140924			793			141717
456			T456		325		141247			795			142042
457			T457		521		141766			797			142563
458			T458		425		142189			799			142988
459			T459		383		142571			800			143371
460			T460		292		142862			801			143663
461			T461		241		143102			802			143904
462			T462		308		143406			806			144212
463			T463		157		143561			808			144369
464			T464		355		143911			813			144724
465			T465		484		144393			815			145208
466			T466		343		144733			818			145551
467			T467		198		144930			819			145749
468			T468		432		145361			820			146181
469			T469		62		145422			821			146243
470			T470		513		145934			822			146756
471			T471		388		146321			823			147144
472			T472		338		146657			825			147482
473			T473		357		147013			826			147839
474			T474		490		147502			827			148329
475			T475		482		147983			828			148811
476			T476		449		148431			829			149260
477			T477		85		148515			830			149345
478			T478		312		148824			833			149657
479			T479		315		149138			834			149972
480			T480		354		149491			835			150326
481			T481		415		149902			839			150741
482			T482		262		150160			843			151003
483			T483		446		150602			847			151449
484			T484		138		150738			849			151587
485			T485		256		150992			851			151843
486			T486		493		151484			852			152336
487			T487		309		151792			853			152645
488			T488		377		152168			854			153022
489			T489		375		152542			855			153397
490			T490		418		152959			856			153815
491			T491		319		153277			857			154134
492			T492		524		153799			859			154658
493			T493		413		154211			860			155071
494			T494		54		154263			862			155125
495			T495		73		154332			866			155198
496			T496		367		154698			867			155565
497			T497		467		155163			869			156032
498			T498		314		155472			874			156346
499			T499		52		155523			875			156398
500			T500		78		155599			877			156476
501			T501		293		155891			878			156769
502			T502		237		156127			879			157006
503			T503		415		156541			880			157421
504			T504		467		157007			881			157888
505			T505		457		157463			882			158345
506			T506		358		157820			883			158703
507			T507		125		157943			885			158828
508			T508		297		158238			887			159125
509			T509		498		158734			889			159623
510			T510		81		158814			890			159704
511			T511		256		159066			894			159960
512			T512		129		159194			895			160089
513			T513		280		159472			897			160369
514			T514		91		159559			901			160460
515			T515		427		159985			902			160887
516			T516		294		160278			903			161181
517			T517		340		160617			904			161521
518			T518		131		160747			905			161652
519			T519		539		161284			907			162191
520			T520		229		161512			908			162420
521			T521		314		161825			909			162734
522			T522		343		162166			911			163077
523			T523		510		162675			912			163587
524			T524		266		162940			913			163853
525			T525		431		163370			914			164284
526			T526		59		163428			915			164343
527			T527		431		163857			917			164774
528			T528		143		163998			919			164917
529			T529		291		164288			920			165208
530			T530		525		164811			922			165733
531			T531		175		164985			923			165908
532			T532		366		165350			924			166274
533			T533		113		165461			926			166387
534			T534		349		165809			927			166736
535			T535		363		166171			928			167099
536			T536		327		166497			929			167426
537			T537		166		166662			930			167592
538			T538		357		167017			932			167949
539			T539		104		167119			934			168053
540			T540		487		167604			936			168540
541			T541		300		167903			937			168840
542			T542		443		168344			939			169283
543			T543		254		168597			940			169537
544			T544		452		169046			943			169989
545			T545		79		169124			944			170068
546			T546		158		169281			945			170226
547			T547		219		169499			946			170445
548			T548		473		169969			949			170918
549			T549		315		170281			952			171233
550			T550		193		170473			953			171426
551			T551		107		170579			954			171533
552			T552		438		171016			955			171971
553			T553		243		171256			958			172214
554			T554		419		171674			959			172633
555			T555		245		171918			960			172878
556			T556		210		172127			961			173088
557			T557		523		172646			965			173611
558			T558		113		172757			967			173724
559			T559		332		173087			969			174056
560			T560		195		173281			970			174251
561			T561		472		173752			971			174723
562			T562		345		174096			972			175068
563			T563		233		174328			973			175301
564			T564		244		174571			974			175545
565			T565		190		174756			979			175735
566			T566		160		174915			980			175895
567			T567		438		175352			981			176333
568			T568		213		175561			985			176546
569			T569		153		175713			986			176699
570			T570		247		175959			987			176946
571			T571		227		176183			990			177173
572			T572		489		176671			991			177662
573			T573		183		176852			993			177845
574			T574		159		177010			994			178004
575			T575		457		177466			995			178461
576			T576		148		177609			1000			178609
577			T577		214		177813			1010			178823
578			T578		318		178130			1011			179141
579			T579		207		178336			1012			179348
580			T580		460		178794			1014			179808
581			T581		546		179338			1016			180354
582			T582		488		179823			1019			180842
583			T583		532		180354			1020			181374
584			T584		243		180594			1023			181617
585			T585		192		180785			1024			181809
586			T586		283		181066			1026			182092
587			T587		494		181559			1027			182586
588			T588		333		181891			1028			182919
589			T589		402		182292			1029			183321
590			T590		224		182511			1034			183545
591			T591		474		182982			1037			184019
592			T592		345		183326			1038			184364
593			T593		439		183762			1041			184803
594			T594		327		184088			1042			185130
595			T595		130		184217			1043			185260
596			T596		220		184436			1044			185480
597			T597		272		184705			1047			185752
598			T598		73		184777			1048			185825
599			T599		336		185110			1051			186161
600			T600		456		185564			1053			186617
601			T601		185		185748			1054			186802
602			T602		138		185884			1056			186940
603			T603		198		186081			1057			187138
604			T604		129		186209			1058			187267
605			T605		511		186719			1059			187778
606			T606		292		187010			1060			188070
607			T607		230		187239			1061			188300
608			T608		356		187593			1063			188656
609			T609		81		187672			1065			188737
610			T610		313		187984			1066			189050
611			T611		240		188222			1068			189290
612			T612		517		188738			1069			189807
613			T613		453		189190			1070			190260
614			T614		351		189538			1073			190611
615			T615		221		189758			1074			190832
616			T616		549		190306			1075			191381
617			T617		322		190627			1076			191703
618			T618		454		191079			1078			192157
619			T619		362		191438			1081			192519
620			T620		56		191493			1082			192575
621			T621		95		191587			1083			192670
622			T622		65		191651			1084			192735
623			T623		281		191931			1085			193016
624			T624		413		192342			1087			193429
625			T625		456		192797			1088			193885
626			T626		544		193339			1090			194429
627			T627		359		193696			1092			194788
628			T628		369		194064			1093			195157
629			T629		377		194440			1094			195534
630			T630		146		194584			1096			195680
631			T631		90		194673			1097			195770
632			T632		252		194924			1098			196022
633			T633		197		195120			1099			196219
634			T634		93		195212			1100			196312
635			T635		219		195429			1102			196531
636			T636		500		195927			1104			197031
637			T637		289		196215			1105			197320
638			T638		112		196326			1106			197432
639			T639		211		196536			1107			197643
640			T640		116		196644			1115			197759
641			T641		514		197157			1116			198273
642			T642		520		197675			1118			198793
643			T643		389		198058			1124			199182
644			T644		469		198526			1125			199651
645			T645		81		198606			1126			199732
646			T646		314		198918			1128			200046
647			T647		127		199044			1129			200173
648			T648		374		199417			1130			200547
649			T649		130		199544			1133			200677
650			T650		481		200023			1135			201158
651			T651		191		200213			1136			201349
652			T652		238		200450			1137			201587
653			T653		218		200667			1138			201805
654			T654		97		200763			1139			201902
655			T655		465		201227			1140			202367
656			T656		337		201563			1141			202704
657			T657		403		201963			1144			203107
658			T658		359		202321			1145			203466
659			T659		450		202770			1146			203916
660			T660		394		203163			1147			204310
661			T661		66		203228			1148			204376
662			T662		333		203560			1149			204709
663			T663		523		204082			1150			205232
664			T664		379		204460			1151			205611
665			T665		509		204968			1152			206120
666			T666		210		205177			1153			206330
667			T667		301		205477			1154			206631
668			T668		387		205863			1155			207018
669			T669		500		206362			1156			207518
670			T670		424		206784			1158			207942
671			T671		405		207187			1160			208347
672			T672		128		207314			1161			208475
673			T673		439		207752			1162			208914
674			T674		73		207824			1163			208987
675			T675		358		208181			1164			209345
676			T676		283		208463			1165			209628
677			T677		142		208602			1168			209770
678			T678		281		208882			1169			210051
679			T679		301		209181			1171			210352
680			T680		268		209448			1172			210620
681			T681		311		209756			1175			210931
682			T682		120		209875			1176			211051
683			T683		89		209959			1181			211140
684			T684		308		210265			1183			211448
685			T685		452		210716			1184			211900
686			T686		85		210797			1188			211985
687			T687		163		210959			1189			212148
688			T688		312		211270			1190			212460
689			T689		179		211448			1191			212639
690			T690		90		211537			1192			212729
691			T691		300		211836			1193			213029
692			T692		536		212370			1195			213565
693			T693		159		212527			1197			213724
694			T694		172		212697			1199			213896
695			T695		58		212754			1200			213954
696			T696		513		213265			1202			214467
697			T697		455		213717			1205			214922
698			T698		420		214136			1206			215342
699			T699		370		214504			1208			215712
700			T700		438		214941			1209			216150
701			T701		122		215062			1210			216272
702			T702		357		215418			1211			216629
703			T703		452		215865			1216			217081
704			T704		73		215937			1217			217154
705			T705		212		216148			1218			217366
706			T706		426		216572			1220			217792
707			T707		312		216883			1221			218104
708			T708		341		217222			1223			218445
709			T709		225		217445			1225			218670
710			T710		101		217545			1226			218771
711			T711		270		217810			1231			219041
712			T712		479		218287			1233			219520
713			T713		494		218779			1235			220014
714			T714		487		219264			1237			220501
715			T715		408		219671			1238			220909
716			T716		316		219984			1241			221225
717			T717		122		220105			1242			221347
718			T718		348		220448			1247			221695
719			T719		466		220913			1248			222161
720			T720		376		221287			1250			222537
721			T721		450		221735			1252			222987
722			T722		180		221913			1254			223167
723			T723		355		222267			1255			223522
724			T724		442		222706			1258			223964
725			T725		487		223192			1259			224451
726			T726		484		223675			1260			224935
727			T727		151		223825			1261			225086
728			T728		204		224028			1262			225290
729			T729		430		224457			1263			225720
730			T730		408		224864			1264			226128
731			T731		397		225260			1265			226525
732			T732		503		225762			1266			227028
733			T733		295		226054			1269			227323
734			T734		238		226289			1272			227561
735			T735		298		226586			1273			227859
736			T736		548		227133			1274			228407
737			T737		416		227546			1277			228823
738			T738		275		227818			1280			229098
739			T739		310		228127			1281			229408
740			T740		292		228413			1287			229700
741			T741		329		228741			1288			230029
742			T742		421		229160			1290			230450
743			T743		124		229283			1291			230574
744			T744		310		229592			1292			230884
745			T745		489		230080			1293			231373
746			T746		399		230474			1298			231772
747			T747		513		230986			1299			232285
748			T748		69		231053			1301			232354
749			T749		203		231252			1305			232557
750			T750		506		231756			1307			233063
751			T751		97		231852			1308			233160
752			T752		291		232141			1310			233451
753			T753		137		232277			1311			233588
754			T754		168		232444			1312			233756
755			T755		110		232553			1313			233866
756			T756		515		233066			1315			234381
757			T757		438		233502			1317			234819
758			T758		547		234048			1318			235366
759			T759		440		234487			1319			235806
760			T760		167		234653			1320			235973
761			T761		153		234801			1325			236126
762			T762		73		234872			1327			236199
763			T763		130		234997			1332			236329
764			T764		431		235427			1333			236760
765			T765		322		235748			1334			237082
766			T766		490		236237			1335			237572
767			T767		135		236371			1336			237707
768			T768		199		236569			1337			237906
769			T769		65		236633			1338			237971
770			T770		70		236702			1339			238041
771			T771		162		236860			1343			238203
772			T772		192		237050			1345			238395
773			T773		504		237553			1346			238899
774			T774		460		238012			1347			239359
775			T775		352		238363			1348			239711
776			T776		168		238525			1354			239879
777			T777		231		238755			1355			240110
778			T778		346		239099			1357			240456
779			T779		492		239588			1360			240948
780			T780		154		239741			1361			241102
781			T781		246		239986			1362			241348
782			T782		127		240111			1364			241475
783			T783		165		240273			1367			241640
784			T784		148		240417			1371			241788
785			T785		77		240489			1376			241865
786			T786		505		240991			1379			242370
787			T787		215		241205			1380			242585
788			T788		120		241324			1381			242705
789			T789		370		241692			1383			243075
790			T790		66		241757			1384			243141
791			T791		289		242045			1385			243430
792			T792		488		242532			1386			243918
793			T793		348		242877			1389			244266
794			T794		311		243187			1390			244577
795			T795		498		243684			1391			245075
796			T796		167		243850			1392			245242
797			T797		535		244384			1393			245777
798			T798		314		244697			1394			246091
799			T799		353		245049			1395			246444
800			T800		382		245430			1396			246826
801			T801		306		245731			1401			247132
802			T802		137		245867			1402			247269
803			T803		53		245918			1404			247322
804			T804		444		246359			1407			247766
805			T805		253		246611			1408			248019
806			T806		545		247155			1409			248564
807			T807		327		247481			1410			248891
808			T808		544		248022			1413			249435
809			T809		333		248353			1415			249768
810			T810		117		248469			1416			249885
811			T811		263		248731			1417			250148
812			T812		149		248879			1418			250297
813			T813		199		249073			1423			250496
814			T814		152		249223			1425			250648
815			T815		418		249640			1426			251066
816			T816		408		250047			1427			251474
817			T817		186		250232			1428			251660
818			T818		345		250574			1431			252005
819			T819		245		250816			1434			252250
820			T820		396		251211			1435			252646
821			T821		339		251549			1436			252985
822			T822		96		251644			1437			253081
823			T823		290		251930			1441			253371
824			T824		438		252366			1443			253809
825			T825		174		252538			1445			253983
826			T826		414		252951			1446			254397
827			T827		109		253057			1449			254506
828			T828		219		253275			1450			254725
829			T829		122		253395			1452			254847
830			T830		410		253803			1454			255257
831			T831		431		254233			1455			255688
832			T832		72		254302			1458			255760
833			T833		212		254513			1459			255972
834			T834		228		254739			1461			256200
835			T835		228		254966			1462			256428
836			T836		241		255206			1463			256669
837			T837		411		255612			1468			257080
838			T838		468		256078			1470			257548
839			T839		173		256250			1471			257721
840			T840		94		256343			1472			257815
841			T841		478		256820			1473			258293
842			T842		269		257087			1475			258562
843			T843		230		257316			1476			258792
844			T844		190		257505			1477			258982
845			T845		530		258029			1483			259512
846			T846		151		258178			1485			259663
847			T847		139		258314			1488			259802
848			T848		150		258463			1489			259952
849			T849		259		258721			1490			260211
850			T850		360		259079			1492			260571
851			T851		494		259571			1494			261065
852			T852		434		260003			1496			261499
853			T853		418		260420			1497			261917
854			T854		144		260561			1500			262061
855			T855		180		260737			1504			262241
856			T856		265		261001			1505			262506
857			T857		432		261431			1507			262938
858			T858		459		261887			1510			263397
859			T859		450		262336			1511			263847
860			T860		305		262640			1512			264152
861			T861		321		262960			1513			264473
862			T862		373		263332			1514			264846
863			T863		252		263582			1516			265098
864			T864		74		263655			1517			265172
865			T865		444		264097			1519			265616
866			T866		212		264305			1523			265828
867			T867		430		264734			1524			266258
868			T868		314		265046			1526			266572
869			T869		277		265318			1531			266849
870			T870		125		265442			1532			266974
871			T871		426		265867			1533			267400
872			T872		80		265946			1534			267480
873			T873		61		266006			1535			267541
874			T874		541		266546			1536			268082
875			T875		302		266846			1538			268384
876			T876		386		267231			1539			268770
877			T877		466		267696			1540			269236
878			T878		484		268178			1542			269720
879			T879		272		268449			1543			269992
880			T880		258		268706			1544			270250
881			T881		134		268839			1545			270384
882			T882		143		268976			1551			270527
883			T883		522		269490			1559			271049
884			T884		386		269875			1560			271435
885			T885		160		270034			1561			271595
886			T886		415		270447			1563			272010
887			T887		517		270962			1565			272527
888			T888		473		271434			1566			273000
889			T889		534		271966			1568			273534
890			T890		156		272121			1569			273690
891			T891		66		272185			1571			273756
892			T892		286		272469			1573			274042
893			T893		503		272971			1574			274545
894			T894		423		273393			1575			274968
895			T895		487		273879			1576			275455
896			T896		297		274174			1578			275752
897			T897		355		274526			1581			276107
898			T898		463		274985			1585			276570
899			T899		85		275066			1589			276655
900			T900		472		275537			1590			277127
901			T901		271		275805			1593			277398
902			T902		335		276138			1595			277733
903			T903		324		276461			1596			278057
904			T904		162		276621			1598			278219
905			T905		199		276819			1599			278418
